period,start,end_exclusive,hours,starting_equity,ending_equity,net_pnl,net_return,buy_hold_return,max_drawdown_within_period,halted_hourly_marks
2022,2022-05-01T00:00:00Z,2023-01-01T00:00:00Z,5880,1000.0,1000.0,0.0,0.0,-0.562265345378504,0.0,0
2023,2023-01-01T00:00:00Z,2023-03-24T00:00:00Z,1968,1000.0,1008.5519031626899,8.551903162689882,0.008551903162689944,0.6135315535404862,0.011897437238348796,0
